"School","Subject","StudentID","Gender","Country","Score"
"Newton South High School","English",12,"Male","USA",51
"Phillips Academy","English",12,"Male","USA",84
"Action Boxborough Regional High School","English",12,"Male","USA",63
"Woburn Regional High School","English",12,"Male","USA",61
"Beijing No 4 Middle School","Math",12,"Male","China",43
"Hangzhou Xuejun Middle School","Math",12,"Male","China",76
"Jingling High School","Math",12,"Male","China",75
"Shanghai High School","Math",12,"Male","China",100
"Shenzhen International Exchange School","Math",12,"Male","China",90
"Andover Regional High School","Math",12,"Male","USA",48
"Newton South High School","Math",12,"Male","USA",66
"Phillips Academy","Math",12,"Male","USA",67
"Action Boxborough Regional High School","Math",12,"Male","USA",58
"Woburn Regional High School","Math",12,"Male","USA",60
"Beijing No 4 Middle School","Physical Education",12,"Male","China",79
"Hangzhou Xuejun Middle School","Physical Education",12,"Male","China",85
"Jingling High School","Physical Education",12,"Male","China",67
"Shanghai High School","Physical Education",12,"Male","China",70
"Shenzhen International Exchange School","Physical Education",12,"Male","China",80
"Andover Regional High School","Physical Education",12,"Male","USA",34
"Newton South High School","Physical Education",12,"Male","USA",83
"Phillips Academy","Physical Education",12,"Male","USA",67
"Action Boxborough Regional High School","Physical Education",12,"Male","USA",67
"Woburn Regional High School","Physical Education",12,"Male","USA",98
"Beijing No 4 Middle School","Science",12,"Male","China",65
"Hangzhou Xuejun Middle School","Science",12,"Male","China",40
"Jingling High School","Science",12,"Male","China",66
"Shanghai High School","Science",12,"Male","China",75
"Shenzhen International Exchange School","Science",12,"Male","China",70
"Andover Regional High School","Science",12,"Male","USA",82
"Newton South High School","Science",12,"Male","USA",61
"Phillips Academy","Science",12,"Male","USA",63
"Action Boxborough Regional High School","Science",12,"Male","USA",47
"Woburn Regional High School","Science",12,"Male","USA",48
"Beijing No 4 Middle School","History",12,"Male","China",82
"Hangzhou Xuejun Middle School","History",12,"Male","China",60
"Jingling High School","History",12,"Male","China",72
"Shanghai High School","History",12,"Male","China",93
"Shenzhen International Exchange School","History",12,"Male","China",85
"Andover Regional High School","History",12,"Male","USA",74
"Newton South High School","History",12,"Male","USA",58
"Phillips Academy","History",12,"Male","USA",63
"Action Boxborough Regional High School","History",12,"Male","USA",80
"Woburn Regional High School","History",12,"Male","USA",28
"Beijing No 4 Middle School","English",13,"Male","China",69
"Hangzhou Xuejun Middle School","English",13,"Male","China",82
"Jingling High School","English",13,"Male","China",71
"Shanghai High School","English",13,"Male","China",61
"Shenzhen International Exchange School","English",13,"Male","China",61
"Andover Regional High School","English",13,"Male","USA",45
"Newton South High School","English",13,"Male","USA",63
"Phillips Academy","English",13,"Male","USA",65
"Action Boxborough Regional High School","English",13,"Male","USA",2
"Woburn Regional High School","English",13,"Male","USA",61
"Beijing No 4 Middle School","Math",13,"Male","China",90
"Hangzhou Xuejun Middle School","Math",13,"Male","China",69
"Jingling High School","Math",13,"Male","China",73
"Shanghai High School","Math",13,"Male","China",52
"Shenzhen International Exchange School","Math",13,"Male","China",68
"Andover Regional High School","Math",13,"Male","USA",75
"Newton South High School","Math",13,"Male","USA",91
"Phillips Academy","Math",13,"Male","USA",65
"Action Boxborough Regional High School","Math",13,"Male","USA",61
"Woburn Regional High School","Math",13,"Male","USA",46
"Beijing No 4 Middle School","Physical Education",13,"Male","China",64
"Hangzhou Xuejun Middle School","Physical Education",13,"Male","China",59
"Jingling High School","Physical Education",13,"Male","China",65
"Shanghai High School","Physical Education",13,"Male","China",66
"Shenzhen International Exchange School","Physical Education",13,"Male","China",65
"Andover Regional High School","Physical Education",13,"Male","USA",54
"Newton South High School","Physical Education",13,"Male","USA",33
"Phillips Academy","Physical Education",13,"Male","USA",90
"Action Boxborough Regional High School","Physical Education",13,"Male","USA",88
"Woburn Regional High School","Physical Education",13,"Male","USA",67
"Beijing No 4 Middle School","Science",13,"Male","China",64
"Hangzhou Xuejun Middle School","Science",13,"Male","China",73
"Jingling High School","Science",13,"Male","China",83
"Shanghai High School","Science",13,"Male","China",65
"Shenzhen International Exchange School","Science",13,"Male","China",59
"Andover Regional High School","Science",13,"Male","USA",69
"Newton South High School","Science",13,"Male","USA",84
"Phillips Academy","Science",13,"Male","USA",58
"Action Boxborough Regional High School","Science",13,"Male","USA",74
"Woburn Regional High School","Science",13,"Male","USA",31
"Beijing No 4 Middle School","History",13,"Male","China",61
"Hangzhou Xuejun Middle School","History",13,"Male","China",49
"Jingling High School","History",13,"Male","China",67
"Shanghai High School","History",13,"Male","China",63
"Shenzhen International Exchange School","History",13,"Male","China",68
"Andover Regional High School","History",13,"Male","USA",44
"Newton South High School","History",13,"Male","USA",75
"Phillips Academy","History",13,"Male","USA",28
"Action Boxborough Regional High School","History",13,"Male","USA",63
"Woburn Regional High School","History",13,"Male","USA",81
"Beijing No 4 Middle School","English",14,"Male","China",93
"Hangzhou Xuejun Middle School","English",14,"Male","China",61
"Jingling High School","English",14,"Male","China",59
"Shanghai High School","English",14,"Male","China",59
"Shenzhen International Exchange School","English",14,"Male","China",90
"Andover Regional High School","English",14,"Male","USA",69
"Newton South High School","English",14,"Male","USA",63
"Phillips Academy","English",14,"Male","USA",91
"Action Boxborough Regional High School","English",14,"Male","USA",46
"Woburn Regional High School","English",14,"Male","USA",64
"Beijing No 4 Middle School","Math",14,"Male","China",70
"Hangzhou Xuejun Middle School","Math",14,"Male","China",73
"Jingling High School","Math",14,"Male","China",54
"Shanghai High School","Math",14,"Male","China",67
"Shenzhen International Exchange School","Math",14,"Male","China",56
"Andover Regional High School","Math",14,"Male","USA",45
"Newton South High School","Math",14,"Male","USA",58
"Phillips Academy","Math",14,"Male","USA",36
"Action Boxborough Regional High School","Math",14,"Male","USA",63
"Woburn Regional High School","Math",14,"Male","USA",46
"Beijing No 4 Middle School","Physical Education",14,"Male","China",93
"Hangzhou Xuejun Middle School","Physical Education",14,"Male","China",46
"Jingling High School","Physical Education",14,"Male","China",66
"Shanghai High School","Physical Education",14,"Male","China",21
"Shenzhen International Exchange School","Physical Education",14,"Male","China",59
"Andover Regional High School","Physical Education",14,"Male","USA",90
"Newton South High School","Physical Education",14,"Male","USA",40
"Phillips Academy","Physical Education",14,"Male","USA",56
"Action Boxborough Regional High School","Physical Education",14,"Male","USA",92
"Woburn Regional High School","Physical Education",14,"Male","USA",50
"Beijing No 4 Middle School","Science",14,"Male","China",64
"Hangzhou Xuejun Middle School","Science",14,"Male","China",75
"Jingling High School","Science",14,"Male","China",58
"Shanghai High School","Science",14,"Male","China",62
"Shenzhen International Exchange School","Science",14,"Male","China",95
"Andover Regional High School","Science",14,"Male","USA",55
"Newton South High School","Science",14,"Male","USA",100
"Phillips Academy","Science",14,"Male","USA",51
"Action Boxborough Regional High School","Science",14,"Male","USA",40
"Woburn Regional High School","Science",14,"Male","USA",66
"Beijing No 4 Middle School","History",14,"Male","China",77
"Hangzhou Xuejun Middle School","History",14,"Male","China",63
"Jingling High School","History",14,"Male","China",90
"Shanghai High School","History",14,"Male","China",78
"Shenzhen International Exchange School","History",14,"Male","China",80
"Andover Regional High School","History",14,"Male","USA",41
"Newton South High School","History",14,"Male","USA",30
"Phillips Academy","History",14,"Male","USA",58
"Action Boxborough Regional High School","History",14,"Male","USA",78
"Woburn Regional High School","History",14,"Male","USA",58
"Beijing No 4 Middle School","English",15,"Male","China",69
"Hangzhou Xuejun Middle School","English",15,"Male","China",98
"Jingling High School","English",15,"Male","China",63
"Shanghai High School","English",15,"Male","China",67
"Shenzhen International Exchange School","English",15,"Male","China",82
"Andover Regional High School","English",15,"Male","USA",28
"Newton South High School","English",15,"Male","USA",40
"Phillips Academy","English",15,"Male","USA",45
"Action Boxborough Regional High School","English",15,"Male","USA",65
"Woburn Regional High School","English",15,"Male","USA",63
"Beijing No 4 Middle School","Math",15,"Male","China",68
"Hangzhou Xuejun Middle School","Math",15,"Male","China",90
"Jingling High School","Math",15,"Male","China",82
"Shanghai High School","Math",15,"Male","China",98
"Shenzhen International Exchange School","Math",15,"Male","China",62
"Andover Regional High School","Math",15,"Male","USA",61
"Newton South High School","Math",15,"Male","USA",59
"Phillips Academy","Math",15,"Male","USA",48
"Action Boxborough Regional High School","Math",15,"Male","USA",61
"Woburn Regional High School","Math",15,"Male","USA",74
"Beijing No 4 Middle School","Physical Education",15,"Male","China",66
"Hangzhou Xuejun Middle School","Physical Education",15,"Male","China",65
"Jingling High School","Physical Education",15,"Male","China",93
"Shanghai High School","Physical Education",15,"Male","China",75
"Shenzhen International Exchange School","Physical Education",15,"Male","China",69
"Andover Regional High School","Physical Education",15,"Male","USA",70
"Newton South High School","Physical Education",15,"Male","USA",26
"Phillips Academy","Physical Education",15,"Male","USA",61
"Action Boxborough Regional High School","Physical Education",15,"Male","USA",45
"Woburn Regional High School","Physical Education",15,"Male","USA",40
"Beijing No 4 Middle School","Science",15,"Male","China",85
"Hangzhou Xuejun Middle School","Science",15,"Male","China",62
"Jingling High School","Science",15,"Male","China",66
"Shanghai High School","Science",15,"Male","China",83
"Shenzhen International Exchange School","Science",15,"Male","China",72
"Andover Regional High School","Science",15,"Male","USA",74
"Newton South High School","Science",15,"Male","USA",81
"Phillips Academy","Science",15,"Male","USA",46
"Action Boxborough Regional High School","Science",15,"Male","USA",45
"Woburn Regional High School","Science",15,"Male","USA",45
"Beijing No 4 Middle School","History",15,"Male","China",66
"Hangzhou Xuejun Middle School","History",15,"Male","China",67
